NAME,SOLD,COST
"Ноутбук Lenovo V15 15.6"" (FHD, i3 1315U, 8GB DDR4, 256GB SSD, Intel UHD, Business Black, DOS, 83A1004SUE)",1,397.95
"Ноутбук Lenovo V15 15.6"" (FHD, i5 13420H, 8GB DDR4, 512GB SSD, Intel HD, Dark Grey, DOS, 83A1008WEU)",1,500
"Ноутбук Lenovo V15 15.6"" (FHD, Ryzen 5 7520U, 8GB DDR4, 256GB SSD, AMD Radeon Graphics, Dark Grey, DOS)",1,407.69
"Ноутбук MSI Thin 15.6"" (IPS FHD 144Hz, Core i5 13420H, 16GB DDR4, 512GB SSD, 4GB RTX3050, Black, Windows 11)",1,770
"Переходник Ugreen 10396 (Micro USB(M) to USB-A(F), OTG, 15cm, Black)",1,1.54
Презентационный пульт Logitech R400 (Black),1,29.74
Принтер лазерный Canon ImageCLASS LBP6030,6,161.2
Принтер лазерный МФУ Canon imageCLASS MF3010,1,250
Принтер лазерный МФУ Canon imageCLASS MF3010,4,250
Принтер лазерный МФУ Canon i-SENSYS MF3010,10,248.21
"Принтер лазерный МФУ HP LaserJet Enterprise M578DN (Принтер/Сканер/Копир, ADF, Duplex, A4, 7ZU85A)",1,3455.38
Принтер лазерный МФУ HP LaserJet M141a (A4),1,177.95
"Принтер лазерный цветной МФУ Canon I-Sensys MF752CDW, Color Laser, A4",1,456.15
Принтер лазерный цветной МФУ HP Color Laser 179fnw (A4),1,356.41
Принтер лазерный цветной МФУ HP Color Laser 179fnw (A4),3,330
"Принтер струйный МФУ Canon PIXMA MG2541S, A4",2,66.41
"Принтер струйный МФУ Canon PIXMA MG2546S, A4",1,59.23
"Принтер струйный МФУ HP DeskJet 2320 (7WN42B, A4, White)",1,76.41
"Проектор Acer X1226AH (DLP, max 10000h., 4000lm, 20000:1, 1024x768, USB, HDMI, VGA, Component, RCA, Audio In/Out)",2,335.13
"Проектор Viewsonic PA503S (DLP, макс 15000ч., 3600lm, 22000:1, макс 800x600, USB, RS-232, HDMI, 2xVGA, Component, RCA, Audio In",1,350
"Процессор AMD Ryzen 5 5500 (S-AM4, TRAY)",4,80.51
"Процессор AMD Ryzen 5 5600G (S-AM4, TRAY)",2,141.54
"Процессор AMD Ryzen 5 5600X (S-AM4, TRAY)",1,124.1
"Процессор AMD Ryzen 5 7600X (S-AM5, TRAY)",1,231.54
"Процессор AMD Ryzen 5 8400F (S-AM5, TRAY)",1,126
"Процессор AMD Ryzen 7 5700X (S-AM4, TRAY)",1,148.21
"Процессор AMD Ryzen 7 7700 (S-AM5, TRAY)",1,248.72
"Процессор AMD Ryzen 7 7700 (S-AM5, TRAY)",2,256.41
"Процессор Intel Core i3 12100 (3.3GHz, 6Mb, 8GT/s, GPU, S1700, TRAY)",1,106.92
"Процессор Intel Core i3 12100 (3.3GHz, 6Mb, 8GT/s, GPU, S1700, TRAY)",1,106.92
"Процессор Intel Core i3 14100 (4.7GHz, 12Mb, 8GT/s, GPU, S1700, TRAY)",1,125.38
"Процессор Intel Core i5 12400 (2.5GHz, 12Mb, 8GT/s, GPU, S1700, TRAY)",25,141.54
"Процессор Intel Core i5 12400 (2.5GHz, 12Mb, 8GT/s, GPU, S1700, TRAY)",2,152.56
"Процессор Intel Core i5 12400F (2.5GHz, 12Mb, 8GT/s, S1700, TRAY)",1,125.13
"Процессор Intel Core i5 13400 (2.5GHz, 20Mb, GPU, S1700, TRAY)",3,172.05
"Процессор Intel Core i5 13400F (2.5GHz, 20Mb, 8GT/s, S1700, TRAY)",2,134.74
"Процессор Intel Core i5 14400 (4.7GHz, 20Mb, 8GT/s, GPU, S1700, TRAY)",2,168.46
"Процессор Intel Core i5 14400 (4.7GHz, 20Mb, 8GT/s, GPU, S1700, TRAY)",1,162.56
"Процессор Intel Core i7 12700K (3.6GHz, 25Mb, 8GT/s, GPU, S1700, TRAY)",1,273.59
"Процессор Intel Core i7 13700K (3.4GHz, 30Mb, GPU, S1700, BOX)",5,376.31
"Процессор Intel Core i7 14700K (2.5GHz, 33Mb, 8GT/s, GPU, S1700, TRAY)",2,453.85
"Процессор Intel Core i9 12900K (3.2GHz, 30Mb, 8GT/s, S1700, TRAY)",3,484.62
"Процессор Intel Core i9 14900K (3.2GHz, 36Mb, 8GT/s, GPU, S1700, TRAY)",1,535
"Процессор Intel Core i9 14900K (3.2GHz, 36Mb, 8GT/s, GPU, S1700, TRAY)",3,535.9
"Процессор Intel Core i9 14900KF (3.2GHz, 36Mb, 8GT/s, S1700, TRAY)",1,525.64
"Процессор Intel Pentium Gold G7400 (3.7GHz, 6Mb, 8GT/s, GPU, S1700, OEM)",1,91.28
"Процессор Intel Pentium Gold G7400 (3.7GHz, 6Mb, 8GT/s, GPU, S1700, OEM)",1,86.15
"Сетевая карта Asus PCE-AX1800 (PCI-E, WiFi 6, Bluetooth 5.2)",3,35.18
"Сетевая карта TP-Link Archer T2U NANO (AC600, Nano, USB)",8,14.28
"Сетевая карта TP-Link Archer T4U (AC1300, Dual, External antennas, USB)",2,31.03
"Сетевая карта TP-Link Archer T4U (AC1300, Dual, External antennas, USB)",1,34.62
"Сетевая карта TP-Link Archer TXE75E (AXE5400, Wi-Fi 6e, Bluetooth, PCI-E)",1,73.85
"Сетевая карта TP-Link TG-3468 (10/100/1000Mbps, PCI-E)",3,11.79
Сетевая карта TP-Link TL-WN725N (USB),5,7.69
Сетевая карта TP-Link TL-WN725N (USB),2,7.95
Сетевая карта TP-Link TL-WN823N (USB),4,11.41
"Сетевая карта Ugreen 50737 (10/100/1000, USB-C, Space Grey)",3,18.46
"Сетевая карта Ugreen 90340 (Wi-Fi 6 X1800, USB)",1,26.67
"Сетевой фильтр CrownMicro CMPS-06 (6 Euro Sockets, 5.0m, Black, 2500W)",3,5.9
"Сетевой фильтр CrownMicro CMPS-06 (6 Euro Sockets, 5.0m, Black, 2500W)",3,5.13
"Сетевой фильтр LANBERG PS0-05F-0300-W (5 SOCKETS 3M, SCHUKO, WHITE)",1,10
"Сетевой фильтр Lightwave LW EXT 52U-2P (5 Universal Sockets, 2xUSB (2.1A), 3.0m, Black)",2,9.74
"Сетевой фильтр Lightwave LW-EXT-44MW-2P (4 Universal Sockets, 3xUSB, 1xType-C, Black)",1,29.74
"Сетевой фильтр Lightwave LW-EXT-64U-2P (6 Universal Sockets, 4xUSB, 2.0m, Black)",1,13.59
Стол игровой Genesis NDS-1606 Holm 200 RGB (Black),1,141.79
"Сумка для ноутбука 14"" RivaCase 7704 (Sleeve, Black)",1,12.7
"Сумка для ноутбука 15.6"" Digma R-270 (Black)",1,12.31
"Сумка для ноутбука 15.6"" Digma R-270 (Grey/Black)",2,12.82
"Сумка для ноутбука 15.6"" Innovation IT NT15 Black",1,10.51
"Сумка для ноутбука 15.6"" NATEC Beira NTO-2056 (Black)",3,12.91
"Сумка для ноутбука 15.6"" Natec GOA NTO-2055 (Black)",27,10.73
"Сумка для ноутбука 15.6"" Natec GOA NTO-2055 (Black)",3,10.26
"Сумка для ноутбука 15.6"" NATEC Nanger NTO-2027 (Black)",1,19.23
"Сумка для ноутбука 15.6"" Natec Taruca NTO-2031 (Black)",10,11.79
"Сумка для ноутбука 15.6"" Natec WALLAROO NTO-2051 (With wireless Mouse, Black)",2,14.1
"Термопаста Arctic MX-4 (45g, syringe)",1,27.18
"Термопаста Arctic MX-4 (8g, syringe)",3,6.35
"Термопаста Arctic MX-6 (2g, syringe)",6,4.36
"Термопаста Arctic MX-6 (4g, syringe + 5 x Cleaning wipes)",1,8.72
"Термопаста Arctic MX-6 (8g, syringe)",1,9.74
"Термопаста Deepcool Z5 (3g, Syringe)",1,7.95
"Термопаста Zalman ZM-STC9 (3.5g, Syringe)",1,11.03
"Точка доступа/Router ASUS RT-AX52 (AX1800, Wi-Fi 6, Dual Band, 4xAntennas)",2,46.92
"Точка доступа/Router TP-Link Archer AX10 (AX1500, 10/100/1000)",1,72.56
"Точка доступа/Router TP-Link Archer AX55 (AX3000, 10/100/1000)",1,108.46
"Точка доступа/Router TP-Link Archer AX72 (AX5400, 10/100/1000)",1,154.62
Точка доступа/Router TP-Link Archer C50 (AC1200),1,35.64
Точка доступа/Router TP-Link Archer C50 (AC1200),4,31.03
Точка доступа/Router TP-Link Archer C60 (AC1350),2,36.92
"Точка доступа/Router TP-Link Archer MR200 AC750 (Dual, 3G/4G, Sim)",1,100
"Точка доступа/Router TP-Link RE305 (AC1200, Repeater, Powerline, up to 1200Mbps)",1,48.46
Точка доступа/Router TP-Link TL-WA801N (802.11n),1,26.67
Точка доступа/Router TP-Link TL-WR840N (802.11n),1,23.33
Точка доступа/Router TP-Link TL-WR844N (802.11n),1,16.41
Удлинитель LANBERG CA-C13E-10CC-0018-BK POWER SUPPLY CABLE IEC 320 C13-> C14 1.8M BLACK,1,4.62
Удлинитель LANBERG CA-C13E-11CC-0018-BK POWER SUPPLY CABLE IEC 320 C13-> C14 1.8M BLACK,10,3.33
Удлинитель LANBERG CA-USBE-10CC-0018-BK CABLE USB 2.0 AM-AF BLACK 1.8M,40,1.28
Удлинитель LANBERG CA-USBE-10CC-0050-BK CABLE USB 2.0 AM-AF BLACK 5M,1,3.59
"Флешка USB 128GB Kingston DataTraveler Exodia (USB 3.2, Black)",7,9.65
"Флешка USB 128GB Patriot PSF128GXRB3U Xporter Core (USB 3.2, Black)",1,8.97
"Флешка USB 128GB Samsung FIT Plus (USB 3.1, Black)",1,28
"Флешка USB 256GB Kingston DataTraveler Exodia (USB 3.2, Black)",1,23.59
"Флешка USB 256GB Kingston DataTraveler Exodia Onyx (USB 3.2, Black)",1,18.72
"Флешка USB 32GB Patriot PEF32GRLB32U SS RAGE LITE (USB 3.2, Black)",21,4.1
"Флешка USB 32GB Patriot PSF32GX3B3U XPORTER 3 Slider (USB 3.2, Black)",10,4.1
"Флешка USB 32GB Patriot PSF32GX3B3U XPORTER 3 Slider (USB 3.2, Black)",3,4.44
"Флешка USB 64GB Patriot PEF64GRLB32U SS RAGE LITE (USB 3.2, Black)",15,5.64
"Флешка USB 64GB Patriot PEF64GRLB32U SS RAGE LITE (USB 3.2, Black)",2,6.41
"Флешка USB 64GB Patriot PEF64GSBUSB SUPERSONIC BOOST (USB 3.0, 150/30, Black)",1,15.13
"Флешка USB 64GB Patriot PSF64GT300DS3U TAB300 (USB 3.2, Dark Shadow)",2,7.18
"Флешка USB 64GB Patriot PSF64GX3B3U XPORTER 3 Slider (USB 3.2, Black)",24,5.38
"Флешка USB 64GB Samsung Bar Plus (USB 3.1, Silver)",3,18.72
"Шкаф настенный LANBERG WF01-6418-10S 19"" WALL-MOUNT RACK 18U/600X450 FLAT PACK GREY V2",1,201.03
"Шредер Buro Home BU-S050C (5 list, 13ltr, pl.cards)",1,57.95
"Экран для проектора ANC Manual Screen M200x200 (200x200cm, 1:1, настенный)",1,80
"Экран для проектора ANC Manual Screen M200x200 (200x200cm, 1:1, настенный)",2,80
"Экран для проектора ANC Manual Screen M240x180 (240x180cm, 1:1, настенный)",1,97.95
"Экран для проектора ANC Manual Screen M240x180 (240x180cm, 1:1, настенный)",1,130.26
"Экран для проектора Cactus Wallscreen CS-PSW-213x213 (213x213cm, 1:1, настенный)",1,116.92
"Экран для проектора Lumien Eco View LEV-100102 (180x180cm, 1:1, черный, напольный)",1,117.95
"Экран для проектора Lumien Eco View LEV-100109 (220x220cm, 1:1, черный, напольный)",1,180
