"Product","Stock","Transit","Sold (30d)","Order Qty","Last Supplier","Last Price","Current Cost","Expected Profit","Margin %","Stock-Out Days","Priority Score","Priority","Sales Period","Transit Time"
"Кабель питания Noname (ATX, 1.2m)","0","0","0","0","""DG Comp""","$1.18","$0.00","$0.00","0.0%","∞","13.5","NO","30d","4 weeks (1x)"
"Кабель Cablexpert CC-HDMI4L-1M (HDMI-HDMI 4K, 1.0M)","0","0","0","0","""DG Comp""","$1.78","$0.00","$0.00","0.0%","∞","20.5","NO","30d","4 weeks (1x)"
"Накопитель SSD M.2 250GB SAMSUNG EVO 970 MZ-V7S250BW (M.2 2280 PCI-E x 4, Reading 3500 MB/s, Writing 2300 Mb/s)","0","0","1","1","""M Service""","$51.28","$0.00","$0.00","0.0%","∞","56.9","HIGH","30d","4 weeks (1x)"
"Мат. плата ASUS PRIME B450M-K II (S-AM4, B450, VGA, DVI, HDMI, 3xPCI-E, 2DDR4, SATAIII RAID, PCI, SATA3, GbLAN)","0","0","1","1","""DG Comp""","$85.88","$0.00","$0.00","0.0%","∞","56.9","HIGH","30d","4 weeks (1x)"
"Сервисный набор HP W5U23A","0","0","1","1","""ChipDip""","$191.28","$0.00","$0.00","0.0%","∞","56.9","HIGH","30d","4 weeks (1x)"
"Емкость для отработанного тонера HP B5L37A","0","0","1","1","""ChipDip""","$40.51","$0.00","$0.00","0.0%","∞","56.9","HIGH","30d","4 weeks (1x)"
"Узел термического закрепления HP B5L36A","0","0","1","1","""ChipDip""","$312.82","$0.00","$0.00","0.0%","∞","56.9","HIGH","30d","4 weeks (1x)"
"Смартфон Samsung Galaxy A26 SM-A266M/DS (6GB/128GB, Black)","0","0","1","1","""Red Store""","$241.03","$0.00","$0.00","0.0%","∞","56.9","HIGH","30d","4 weeks (1x)"
"Смартфон Apple iPhone 15 Pro Max 256GB (Black, USED)","0","0","1","1","""M Service""","$1138.46","$0.00","$0.00","0.0%","∞","56.9","HIGH","30d","4 weeks (1x)"
"Клавиатура беспроводная Logitech K580 Multi-Device (RU-Layout, 2.4GHz/Bluetooth, USB, Dark Grey/Black)","0","0","10","10","""M Service""","$81.54","$0.00","$0.00","0.0%","∞","60","HIGH","30d","4 weeks (1x)"
"Метка NFC Mifare Classic (1Kb)","0","0","50","50","""M Service""","$0.77","$0.00","$0.00","0.0%","∞","74","CRITICAL","30d","4 weeks (1x)"
"Блок питания 1000W Thermaltake Toughpower GT Snow Gen.5 80+ Gold (ATX3.1)","0","0","1","1","""X-ART""","$132.05","$0.00","$0.00","0.0%","∞","56.9","HIGH","30d","4 weeks (1x)"
"Клавиатура Genius SlimStar 126 (USB, Black)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","24","NO","30d","4 weeks (1x)"
"Клавиатура+Мышь Genius Smart KM-200 (Black, USB)","0","0","2","2","Unknown","$0.00","$0.00","$0.00","0.0%","∞","63.1","HIGH","30d","4 weeks (1x)"
"Накопитель SSD M.2 1TB SAMSUNG MZ-V8P1T0BW 980 PRO (M.2 2280, PCI-E x 4, Reading 6900 MB/s, Writing 5000 Mb/s)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Клавиатура Genius Smart KB101 (USB, Black)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Кулер/Столик для ноутбука CrownMicro CMLS-115B (up to 17"", 2xCooler, adjustable height)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Аккумулятор для ИБП CrownMicro 12V, 7.2AH","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","11.4","NO","30d","4 weeks (1x)"
"Монитор LED 24"" HP M24f (FHD IPS, 75Hz, 5ms, AMD FreeSync, VGA/HDMI, Silver)","0","0","1","1","Unknown","$0.00","$0.00","$0.00","0.0%","∞","57.2","HIGH","30d","4 weeks (1x)"
"Мышь ASUS TUF Gaming M3 (7000dpi, Grey, USB)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Кабель LANBERG CA-DPHD-11CC-0018-BK DISPLAYPORT(M)->HDMI 1.8M BLACK","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","15.6","NO","30d","4 weeks (1x)"
"Наушники с микрофоном Genesis NSG-2093 NEON 613 WHITE, RGB, Gaming (Mini-Jack/USB)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Мышь Genius NetScroll DX-120 (USB, Black)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","12.1","NO","30d","4 weeks (1x)"
"Корпус MidiTower Deepcool CH370 (mATX)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Кулер ID-Cooling SE-214-XT ARGB (Universal socket INTEL/AMD, PWM, TDP up to 180w)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Блок питания 650W Aerocool VX-650 PLUS (ATX)","0","0","1","1","Unknown","$0.00","$0.00","$0.00","0.0%","∞","56.9","HIGH","30d","4 weeks (1x)"
"Клавиатура+Мышь CrownMicro CMMK-520B (Black, USB)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","13.5","NO","30d","4 weeks (1x)"
"Коврик для мыши Fury NFU-1930 CHALLENGER XXL, Gaming (800x400mm, Black)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","14.5","NO","30d","4 weeks (1x)"
"Мат. плата Asrock B760M-HDV/M.2 D4 (S-1700, B760, VGA, HDMI, DP, 3xPCI-E, 2DDR4, M.2, SATAIII, SATA3, GbLAN)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Блок питания 850W Thermaltake Toughpower GF1 ARGB 80+ Gold (ATX)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Корпус MidiTower Genesis NPC-1131 IRID 300 w/o Red (USB 3.0, Window, MidiATX)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Кресло игровое Genesis NFG-0887 Nitro 330 Black","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Мат. плата MSI PRO Z690-P (S-1700, Z690, HDMI, DP, 4xPCI-E, 4DDR4, 2xM.2, SATAIII RAID, SATA3, GbLAN)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Флешка USB 256GB Patriot PSF256GX3B3U XPORTER 3 Slider (USB 3.2, Black)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","10","NO","30d","4 weeks (1x)"
"Модуль памяти SODIMM 8GB DDR4 PATRIOT PSD48G266682S (PC21330, 2666MHz)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 16GB DDR4 PATRIOT VIPER Elite II PVE2416G400C0 (4000MHz)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","9.7","NO","30d","4 weeks (1x)"
"Корпус MiniTower Deepcool Matrexx 30 (MiniATX, mATX)","0","0","4","4","Unknown","$0.00","$0.00","$0.00","0.0%","∞","58.3","HIGH","30d","4 weeks (1x)"
"Аккумулятор для ИБП CrownMicro 12V, 9.2AH","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","10.7","NO","30d","4 weeks (1x)"
"Коммуникатор USB 3.0 to 1xGbLAN; 3-Port USB 3.0 HUB Ugreen 60554","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Клавиатура A4Tech Bloody B820R (Gaming, Mechanical, Red Switch, Backlight, Black, USB)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Кабель CrownMicro CMPS-01 Power Cord Adapter (IEC to EURO, 16A, 15cm, black)","0","0","17","17","Unknown","$0.00","$0.00","$0.00","0.0%","∞","64.9","HIGH","30d","4 weeks (1x)"
"Карта памяти Micro SD Samsung EVO Plus 128GB MB-MC128KA/EU (Class 10)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","8.6","NO","30d","4 weeks (1x)"
"Ноутбук Lenovo V15 G2 IJL 15.6"" (FHD, Celeron N4500, 4GB DDR4, 256GB SSD, Intel HD, Black, DOS, 82QY00PHAK)","0","0","1","1","Unknown","$0.00","$0.00","$0.00","0.0%","∞","57.9","HIGH","30d","4 weeks (1x)"
"Мышь беспроводная Logitech M190 (USB, Grey)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","8.9","NO","30d","4 weeks (1x)"
"Монитор LED 24"" Dell E2423H (FHD VA, Black, 5ms, VGA/DP)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link Deco S4 (Mesh, 3xPack, AC1200, 10/100/1000)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Накопитель SSD M.2 500GB WD Black SN770 (M.2 2280 PCI-E, Reading 5000 MB/s, Writing 4000 Mb/s)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Накопитель SSD M.2 1Tb SAMSUNG MZ-V7S1T0BW 970 EVO Plus (M.2 2280 PCI-E, Reading 3500 MB/s, Writing 3300 Mb/s)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Блок питания 450W CrownMicro CM-PS450W SMART (ATX)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","9.7","NO","30d","4 weeks (1x)"
"Жесткий диск 4TB SATAIII WD WD43PURZ, 5400rpm, 256Mb","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","8.3","NO","30d","4 weeks (1x)"
"Мышь Razer Cobra (Gaming, USB, Black)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Кулер система жидкостного охлаждения Arctic Liquid Freezer III 240 Black  (Universal socket INTEL, PWM)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Процессор Intel Core i9 12900KF (3.2GHz, 30Mb, 8GT/s, S1700, BOX)","0","0","1","1","Unknown","$0.00","$0.00","$0.00","0.0%","∞","56.9","HIGH","30d","4 weeks (1x)"
"Коммуникатор USB-HUB Natec Mantis 2 (4port, USB 3.0, AC adapter)","0","0","5","5","Unknown","$0.00","$0.00","$0.00","0.0%","∞","58.6","HIGH","30d","4 weeks (1x)"
"Мышь беспроводная Logitech G502 Lightspeed (Gaming, USB, Black)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Коммуникатор 16port 10/100/1000 TP-Link TL-SG116E","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Микрофон Genesis NGM-1377 Radium 400 Studio USB Arm Popfilter (USB)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 16GB DDR4 Kingston KVR32N22S8/16 (3200MHz, 1.2v)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 8GB DDR4 PATRIOT VIPER PVS48G360C8 (PC25600, 3600MHz)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Наушники с микрофоном Genius HS-230U (USB, Black)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Кабель LANBERG CA-CMHD-10CU-0010-BK USB-C(M)->HDMI(M) CABLE 1M 4K 60HZ BLACK","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Корпус MidiTower Deepcool CG540 (USB3.0, MidiATX)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Кулер для ноутбука Genesis NHG-1858 OXID 850 RGB (up to 17.3"", LED Light, 5xCooler)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Графический планшет WACOM One CTL-672-N (277 x 189 x 8.7 mm, Black, USB)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","10.3","NO","30d","4 weeks (1x)"
"Кабель LANBERG PCU5-10CC-0100-S UTP PATCHCORD CAT5E 1.0M SILVER","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Мышь Logitech M500s Advanced (Laser, USB, Black)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","9.7","NO","30d","4 weeks (1x)"
"Монитор LED 27"" AOC 27B2DA (IPS, 4ms, VGA/DVI/HDMI, Black)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Коврик для мыши BURO BU-CLOTH (230x180x3mm, Grey)","0","0","2","2","Unknown","$0.00","$0.00","$0.00","0.0%","∞","57.9","HIGH","30d","4 weeks (1x)"
"Точка доступа/Router TP-Link M7200 4G LTE Mobile Wi-Fi","0","0","1","1","Unknown","$0.00","$0.00","$0.00","0.0%","∞","56.9","HIGH","30d","4 weeks (1x)"
"Процессор AMD Ryzen 5 8500G (S-AM5, BOX)","0","0","4","4","Unknown","$0.00","$0.00","$0.00","0.0%","∞","57.9","HIGH","30d","4 weeks (1x)"
"Кабель LANBERG LCU6-10CC-0305-S UTP SOLID GRAY CABLE, CCA, CAT. 6 305M","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","8.6","NO","30d","4 weeks (1x)"
"Сетевой фильтр CrownMicro CMPDU-13 (10 SOCKETS 2M 1U 10A, BLACK)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Монитор LED 32"" Samsung Odyssey Gaming G55C S32CG550EI Curved (2K VA, 2560x1440, 2500:1, 1ms, HDR10, HDMI/DP, Black)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Мышь Logitech G203 LIGHTSYNC (RGB, 6 Button, Gaming, USB, Black)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Наушники с микрофоном CrownMicro CMGH-101T (Black/Orange, 3.5mm)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Клавиатура MSI VIGOR GK41 LR (Gaming, Mechanical, Multimedia, Black, USB, US/RU Layout)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Точка доступа/Router MikroTik RB2011UIAS-RM (10/100/1000, SFP, Black)","0","0","1","1","Unknown","$0.00","$0.00","$0.00","0.0%","∞","56.9","HIGH","30d","4 weeks (1x)"
"Кабель Genesis NKA-1993 HDMI-HDMI V2.1 8K (PS5/PS4, 3.0M)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Кулер система жидкостного охлаждения ID-Cooling ZOOMFLOW 240XT V2 (INTEL/AMD)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Корпус MidiTower ThermalTake Versa H13 w/o black (MidiATX)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Корпус MidiTower ThermalTake CTE T500 Air w/o white (MidiATX)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Адаптер Bluetooth TP-Link UB400 (USB, Class 2, 10м)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","8.6","NO","30d","4 weeks (1x)"
"Кулер система жидкостного охлаждения Zalman Reserator5 Z24 White (Universal socket INTEL, AMD, S1700, AM5, PWM, 37Db)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Клавиатура Genesis NKG-1645 THOR 210 RGB, Backlight, Gaming (Hybrid Switch, USB, US Layout)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Мышь Logitech MX518 (Gaming, USB)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 8GB DDR5 PATRIOT PSD58G560081 (5600MHz)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","13.1","NO","30d","4 weeks (1x)"
"Сетевая карта Ugreen 30287 (10/100, USB-C, Black)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 16GB DDR4 Samsung M378A2G43AB3-CWE (3200MHz, 1.2v)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Коврик для мыши Natec NPO-1455 Maths Maxi (800x400mm)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Веб-камера Logitech ConferenceCam BCC950 (с микрофоном)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Блок питания 1300W Cooler Master V1300 80+ Platinum (ATX)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Кулер/Столик для ноутбука CrownMicro CMLS-121B (up to 17"", 2xCooler, adjustable height)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Мышь CrownMicro CMGM-901, Gaming (8xButtons, 4800dpi, 1000Hz, Backlight, USB)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","9.3","NO","30d","4 weeks (1x)"
"Флешка USB 64GB Patriot PIF64GSTRCOTG Insta Strellar (USB 3.2, USB-C)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Ноутбук HP OMEN 16-WF0083DX 16.1"" (FHD 165Hz, Core i9 13900HX, 16GB DDR5, 1TB SSD, 6GB RTX4060, Shadow Black, Windows 11)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Шкаф настенный LANBERG WFFA-5409-10B 19"" WALL-MOUNTED RACK 9U/570X450 FLAT PACK BLACK","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Корпус MidiTower ThermalTake Divider 300 TG w/o black (MidiATX)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 32GB DDR4 PATRIOT PSP432G32002H1 (3200MHz, 1.2v, Heatsink)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Кулер ID-Cooling Frozn A610 ARGB White (Universal socket INTEL/AMD, PWM, TDP up to 250w)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","7.5","NO","30d","4 weeks (1x)"
"Ноутбук Asus ROG Zephyrus G16 Gaming 16"" (WUXGA IPS 165Hz, i7 13620H, 16GB DDR4, 512GB SSD, 8GB RTX4060, Black, Windows 11)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Ноутбук HP Envy 16-h1053dx 16"" (2K IPS 120Hz Touch, i7 13700H, 16GB DDR5, 1TB SSD, 8GB RTX4060, Silver, Windows 11)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Блок питания 650W Aerocool KCAS PLUS GOLD 650W ARGB 80+ (ATX)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Ноутбук HP Envy X360 14"" (FHD Touch, Core 7 150U, 16GB, 512GB SSD, Intel Graphics, Silver, Windows 11)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Блок питания 600W Xilence Performance XP600R6 (ATX)","0","0","8","8","Unknown","$0.00","$0.00","$0.00","0.0%","∞","62.5","HIGH","30d","4 weeks (1x)"
"Блок питания 500W CrownMicro CM-PS500W SMART (ATX)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Моноблок Intel NUC Wallstreet RNUC12WSHI30000 (Core i3-1220P, 2xSODIMM DDR4, M.2 NVMe, DP/HDMI, GbLAN, WiFi+BT, 7.1 Sound)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Модуль памяти DIMM 8GB DDR4 PATRIOT PSD48G266682 (PC21330, 2666MHz)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Блок питания 500W CrownMicro CM-PS500W OEM (ATX)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","9.7","NO","30d","4 weeks (1x)"
"Игрушка автомобиль UGO SCOUT URC-1172 (1:16, 25KH/H)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Кулер для ноутбука CrownMicro CMLC-1101 (up to 17"", Blue backlight, 2xCooler)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","7.9","NO","30d","4 weeks (1x)"
"Мышь Genesis NMG-1162 XENON 750, Gaming (10200Dpi, RGB, USB)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Монитор LED 27"" Dell P2720D (2K IPS, 2560x1080, 8ms, HDMI/DP/2xUSB, Silver)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Монитор LED 24"" HP EliteDisplay E243 23.8"" (FHD IPS, 5ms, Web-Camera, VGA/HDMI/USB Hub, Black-Silver)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Карта памяти SD Card PATRIOT 16GB PIF16GSHC10 INSTA UHS-I (Class 10)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","10.3","NO","30d","4 weeks (1x)"
"Зарядное устройство для ноутбука CrownMicro CMLC-5006 (Universal, 65W, USB QC 3.0)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","7.2","NO","30d","4 weeks (1x)"
"Источник питания Hiper EP 10000 (10000mAh, 22.5W, 5A, 2xUSB-A/1xUSB-C, Black)","0","0","0","0","Unknown","$0.00","$0.00","$0.00","0.0%","∞","6.8","NO","30d","4 weeks (1x)"
"Ноутбук Lenovo ThinkBook V14 G4 AMN 14"" (FHD, Ryzen 5 7520U, 8GB DDR4, 256GB SSD, AMD Radeon Graphics, Black, Windows 11 Pro)","0","0","1","1","Unknown","$0.00","$0.00","$0.00","0.0%","∞","56.9","HIGH","30d","4 weeks (1x)"
