NAME,QTY
"Процессор AMD Ryzen 7 8700G (S-AM5, BOX)",2
"Процессор Intel Core i3 12100 (3.3GHz, 6Mb, 8GT/s, GPU, S1700, TRAY)",10
"Процессор Intel Core i3 13100 (3.4GHz, 12Mb, 8GT/s, GPU, S1700, TRAY)",1
"Процессор Intel Core i3 14100 (4.7GHz, 12Mb, 8GT/s, GPU, S1700, TRAY)",1
"Процессор Intel Core i3 14100F (4.7GHz, 12Mb, 8GT/s, S1700, TRAY)",2
"Процессор Intel Core i3 9100F (3.6GHz, 6Mb, 8GT/s, GPU, S1151v2, TRAY)",1
"Процессор Intel Core i5 12400F (2.5GHz, 12Mb, 8GT/s, S1700, TRAY)",5
"Процессор Intel Core i5 13400 (2.5GHz, 20Mb, GPU, S1700, TRAY)",2
"Процессор Intel Core i5 13400F (2.5GHz, 20Mb, 8GT/s, S1700, TRAY)",1
"Процессор Intel Core i5 14400 (4.7GHz, 20Mb, 8GT/s, GPU, S1700, TRAY)",1
"Процессор Intel Core i5 14600KF (2.6GHz, 24Mb, 8GT/s, S1700, TRAY)",1
"Процессор Intel Core i7 12700K (3.6GHz, 25Mb, 8GT/s, GPU, S1700, TRAY)",1
"Процессор Intel Core i7 13700K (3.4GHz, 30Mb, GPU, S1700, BOX)",2
"Процессор Intel Core i7 14700K (2.5GHz, 33Mb, 8GT/s, GPU, S1700, TRAY)",2
"Процессор Intel Core i9 12900K (3.2GHz, 30Mb, 8GT/s, S1700, TRAY)",1
"Процессор Intel Core i9 12900KF (3.2GHz, 30Mb, 8GT/s, S1700, BOX)",1
"Процессор Intel Core i9 14900K (3.2GHz, 36Mb, 8GT/s, GPU, S1700, TRAY)",1
"Процессор Intel Pentium Gold G7400 (3.7GHz, 6Mb, 8GT/s, GPU, S1700, OEM)",2
"Сетевая антенна Intellinet 502313 (Directional, 18dbi, gain)",1
"Сетевая карта Asus PCE-AX1800 (PCI-E, WiFi 6, Bluetooth 5.2)",6
"Сетевая карта D-Link DFE-530TX (10/100Mbit), PCI",2
"Сетевая карта Lanberg NC-1000-01 (10/100/1000, USB3.0)",1
Сетевая карта Lenovo USB-C > GigaBit-Lan RJ45,1
"Сетевая карта TP-Link Archer T2U NANO (AC600, Nano, USB)",2
"Сетевая карта TP-Link Archer T4U (AC1300, Dual, External antennas, USB)",2
"Сетевая карта TP-Link Archer TXE75E (AXE5400, Wi-Fi 6e, Bluetooth, PCI-E)",2
Сетевая карта TP-Link TL-WN781ND (PCI-E),3
Сетевая карта TP-Link TL-WN822N (USB),3
Сетевая карта TP-Link TL-WN823N (USB),3
Сетевая карта TP-Link TL-WN881ND (PCI-E),4
"Сетевая карта TP-Link UE300 (10/100/1000, USB)",2
"Сетевая карта Ugreen 50737 (10/100/1000, USB-C, Space Grey)",1
"Сетевой фильтр CrownMicro CMPS-06 (6 Euro Sockets, 5.0m, Black, 2500W)",5
"Сетевой фильтр LANBERG PS0-05F-0150-BK (5 SOCKETS 1.5M, SCHUKO, BLACK)",3
"Сетевой фильтр LANBERG PS0-05F-0150-W (5 SOCKETS 1.5M, SCHUKO, WHITE)",10
"Сетевой фильтр LANBERG PS0-05F-0300-W (5 SOCKETS 3M, SCHUKO, WHITE)",2
"Сетевой фильтр Lightwave LW EXT 52U-2P (5 Universal Sockets, 2xUSB (2.1A), 3.0m, Black)",5
"Сетевой фильтр Lightwave LW EXT 72UC-2P (7 Universal Sockets, 1xUSB, 1xType-C (2.1A), 3.0m, Black)",5
"Сетевой фильтр Lightwave LW-EXT-43U-2P (4 Universal Sockets, 3xUSB, Black)",2
"Сетевой фильтр Lightwave LW-EXT-44MW-2P (4 Universal Sockets, 3xUSB, 1xType-C, Black)",1
"Сетевой фильтр Lightwave LW-EXT-44U-2P (4 Universal Sockets, 4xUSB, 2.0m, Black)",5
"Сетевой фильтр Lightwave LW-EXT-64U-2P (6 Universal Sockets, 4xUSB, 2.0m, Black)",4
"Сетевой фильтр SVEN Optima 6 1.8 (6 Euro Sockets, 1.8m, Black, 2300W)",8
"Сетевой фильтр SVEN Optima 6 3.0 (6 Euro Sockets, 3.0m, Black, 2300W)",5
"Сетевой фильтр SVEN Optima 6 5.0 (6 Euro Sockets, 5.0m, Black, 2300W)",10
"Сетевой фильтр SVEN SF-05E 1.0 (5 Euro Sockets, 1.0m, Black, 2300W)",1
"Сетевой фильтр SVEN SF-05LU 1.8 (5 Euro Sockets, 2xUSB (2.4А), 1.8m, Black, 2300W)",1
"Сетевой фильтр SVEN SF-05LU 3.0 (5 Euro Sockets, 2xUSB (2.4А), 3.0m, Black, 2300W)",1
"Сетевой фильтр SVEN SF-06E 3.0 (6 Euro Sockets, 3.0m, Black, 2300W)",1
"Сетевой фильтр SVEN SF-06E 5.0 (6 Euro Sockets, 5.0m, Black, 2300W)",1
"Сканер штрих-кодов Deli E14953W 1D (USB, беспроводной, черный)",1
"Смарт-браслет Smarterra FitMaster 5 SMFT-05WBL (IPS, Color, White)",1
"Смарт-часы Digma Smartline D2E (1.3"", Black)",2
"Смарт-часы Smarterra Zen SMZORG (0.96"", Orange)",1
Соединитель Lanmaster TWT-SLC-UY2 (100PCS),2
"Сумка для ноутбука 10.2"" Belkin Нетбук Carry Case F8N161EAJIR (Jetset Red)",1
"Сумка для ноутбука 11.6"" Golla DIP G1163 (Lime Green)",1
"Сумка для ноутбука 13.3"" Canyon CNL-NB08J",2
"Сумка для ноутбука 14"" RivaCase 7704 (Sleeve, Black)",1
"Сумка для ноутбука 14.1"" Manhattan Reversible 439350 (Purple/Cream)",1
"Сумка для ноутбука 15.4"" Belkin Laptop Hideaway F8N060EAKHK (Dove/Tarragon)",1
"Сумка для ноутбука 15.4"" IXA Montago S735BN (Multicolor)",1
"Сумка для ноутбука 15.4"" IXA Sleeves S852RD (Red)",1
"Сумка для ноутбука 15.4"" IXA Tango S740BN (Multicolor)",1
"Сумка для ноутбука 15.4"" Targus TLT059EU (Ladies Leather)",1
"Сумка для ноутбука 15.4"" Targus TSM05601EU (RS Vertical Messenger Blue/Teal)",1
"Сумка для ноутбука 15.6"" Digma R-270 (Black)",2
"Сумка для ноутбука 15.6"" Digma R-270 (Grey/Black)",1
"Сумка для ноутбука 15.6"" Innovation IT NT15 Black",1
"Сумка для ноутбука 15.6"" NATEC Beira NTO-2056 (Black)",4
"Сумка для ноутбука 15.6"" NATEC Doberman NTO-0768 (Black)",5
"Сумка для ноутбука 15.6"" Natec GOA NTO-2055 (Black)",5
"Сумка для ноутбука 15.6"" Natec IMPALA 2 NTO-2228 (Onyx Black)",5
"Сумка для ноутбука 15.6"" NATEC Nanger NTO-2027 (Black)",3
"Сумка для ноутбука 15.6"" Natec Taruca NTO-2031 (Black)",5
"Сумка для ноутбука 15.6"" Natec WALLAROO NTO-2051 (With wireless Mouse, Black)",5
"Сумка для ноутбука 15.6"" PC Pet PCPKB0115BN (Рюкзак, Brown/Orange)",1
"Сумка для ноутбука 17.3"" PC Pet 600D (PCP-A1317GY, Grey/Black)",1
"Сумка/Рюкзак для ноутбука 15.6"" Genesis PALLAD 410 NBG-1947 (Black)",1
"Термопаста Aerocool Baraf (1g, Syringe)",2
"Термопаста Aerocool Baraf-S (3.5g, Syringe)",2
"Термопаста Arctic MX-4 (45g, syringe)",3
"Термопаста Arctic MX-4 (8g, syringe)",3
"Термопаста Arctic MX-6 (2g, syringe)",4
"Термопаста Arctic MX-6 (4g, syringe + 5 x Cleaning wipes)",2
"Термопаста ID-Cooling Frost X05 (5g, Syringe)",3
"Точка доступа/Router Asus RP-N12 (N300, Repeater)",1
"Точка доступа/Router ASUS RT-AX52 (AX1800, Wi-Fi 6, Dual Band, 4xAntennas)",3
"Точка доступа/Router ASUS RT-AX53U (AX1800, Wi-Fi 6, Dual Band, 4xAntennas)",2
Точка доступа/Router D-Link DIR-825/AC/G1A (10/100/1000),1
"Точка доступа/Router MikroTik RB2011UIAS-RM (10/100/1000, SFP, Black)",1
"Точка доступа/Router MikroTik RB750UPR2 hEX POE lite (10/100, White)",1
"Точка доступа/Router MikroTik RB760IGS HEX S (10/100/1000, SFP)",2
"Точка доступа/Router MikroTik RB941-2ND-TC (10/100, White)",1
"Точка доступа/Router TP-Link Archer AX10 (AX1500, 10/100/1000)",5
"Точка доступа/Router TP-Link Archer AX55 (AX3000, 10/100/1000)",1
"Точка доступа/Router TP-Link Archer AX6000 (AX6000, 10/100/1000)",1
"Точка доступа/Router TP-Link Archer AX72 (AX5400, 10/100/1000)",1
"Точка доступа/Router TP-Link Archer AX73 (AX5400, 10/100/1000)",1
"Точка доступа/Router TP-Link Archer C20 (AC733, 3G support)",1
Точка доступа/Router TP-Link Archer C50 (AC1200),4
Точка доступа/Router TP-Link Archer C60 (AC1350),5
Точка доступа/Router TP-Link Archer C80 (AC1900),2
"Точка доступа/Router TP-Link Archer MR200 AC750 (Dual, 3G/4G, Sim)",3
"Точка доступа/Router TP-Link Archer MR505 AC1200 (4G LTE, 10/100/1000 Cat.6)",2
"Точка доступа/Router TP-Link Archer MR600 AC1200 (4G LTE, 10/100/1000 Cat.6)",2
Точка доступа/Router TP-Link CPE-510 (802.11n),1
"Точка доступа/Router TP-Link Deco E4 (Mesh, 2xPack, AC1200, 10/100)",2
"Точка доступа/Router TP-Link Deco M4 (Mesh, 1xPack, AC1200, 10/100/1000)",1
Точка доступа/Router TP-Link EAP-245 (802.11n),1
Точка доступа/Router TP-Link M7200 4G LTE Mobile Wi-Fi,1
Точка доступа/Router TP-Link M7350 (4G),1
Точка доступа/Router TP-Link MERCUSYS MW325R,3
"Точка доступа/Router TP-Link RE205 (AC750) (802.11ac/ab/g/n, Repeater, Powerline, up to 733Mbps)",2
"Точка доступа/Router TP-Link RE305 (AC1200, Repeater, Powerline, up to 1200Mbps)",1
"Точка доступа/Router TP-Link RE450 (AC1750) (802.11ac/ab/g/n, Repeater, Powerline, up to 733Mbps)",3
Точка доступа/Router TP-Link TL-MR3420 (3G/4G),2
Точка доступа/Router TP-Link TL-WA801N (802.11n),1
"Точка доступа/Router TP-Link TL-WA855RE (N300, Repeater, Powerline)",5
"Точка доступа/Router TP-Link TL-WA860RE (N300, Repeater, Powerline)",1
Точка доступа/Router TP-Link TL-WR840N (802.11n),3
Точка доступа/Router TP-Link TL-WR841N (802.11n),2
Точка доступа/Router TP-Link TL-WR844N (802.11n),4
Точка доступа/Router Ubiquiti ISP (LTU-LR),2
Точка доступа/Router Ubiquiti ISP (LTU-PRO),1
Удлинитель LANBERG CA-C13E-10CC-0018-BK POWER SUPPLY CABLE IEC 320 C13-> C14 1.8M BLACK,10
Удлинитель LANBERG CA-C13E-11CC-0018-BK POWER SUPPLY CABLE IEC 320 C13-> C14 1.8M BLACK,5
Удлинитель LANBERG CA-C13E-11CC-0050-BK POWER SUPPLY CABLE IEC 320 C13-> C14 5.0M BLACK,5
Удлинитель LANBERG CA-US3E-10CC-0018-B CABLE USB 3.0 AM-AF BLUE 1.8M,5
Удлинитель LANBERG CA-USBE-10CC-0018-BK CABLE USB 2.0 AM-AF BLACK 1.8M,17
Удлинитель LANBERG CA-USBE-10CC-0030-B CABLE USB 2.0 AM-AF 2.0 BLUE 3M,4
Удлинитель LANBERG CA-USBE-10CC-0030-BK CABLE USB 2.0 AM-AF 2.0 BLACK 3M,10
Удлинитель LANBERG CA-VGAC-10CC-0018-B+ CABLE VGA HD15M/HD15F DUAL-SHIELDED 2*FERRITE BLACK 1.8M,2
"Удлинитель Ugreen 10387 USB-C/M to USB-C/F Gen2 Extension Cable (5A, 1M, Black)",1
Умная розетка Xiaomi Mija Mi Smart (White),1
"Флешка USB 128GB Kingston DataTraveler 70 (USB-C, Black)",5
"Флешка USB 128GB Kingston DataTraveler 80M (USB-C, Black)",1
"Флешка USB 128GB Kingston DataTraveler Exodia (USB 3.2, Black)",2
"Флешка USB 128GB Kingston DataTraveler MicroDUO 3C Dual (USB 3.2 + USB-C, Purple)",2
"Флешка USB 128GB Patriot PE128GR550DSAD RAGE R550 (USB-C/USB 3.2, Dark Shadow)",4
"Флешка USB 128GB Patriot PEF128GRLB32U SS RAGE (USB 3.2, Black)",5
"Флешка USB 128GB Patriot PSF128GBITB32U BIT (USB 3.2, Black)",1
"Флешка USB 128GB Patriot PSF128GT300DS3U TAB300 (USB 3.2, Dark Shadow)",2
"Флешка USB 128GB Patriot PSF128GX3B3U XPORTER 3 Slider (USB 3.2, Black)",3
"Флешка USB 128GB Patriot PSF128GXRB3U Xporter Core (USB 3.2, Black)",11
"Флешка USB 128GB Samsung USB Type-C (USB-C, Blue)",1
"Флешка USB 256GB Kingston DataTraveler 80M (USB-C, Black)",1
"Флешка USB 256GB Kingston DataTraveler Exodia (USB 3.2, Black)",1
"Флешка USB 256GB Patriot PEF256GRGPB32U SS Rage Pro (USB 3.2, Black)",2
"Флешка USB 256GB Patriot PEF256GRLB32U SS Rage Lite (USB 3.2, Black)",3
"Флешка USB 256GB Patriot PSF256GX3B3U XPORTER 3 Slider (USB 3.2, Black)",3
"Флешка USB 256GB Samsung Bar Plus (USB 3.1, Titan Grey)",1
"Флешка USB 32GB Patriot PEF32GRLB32U SS RAGE LITE (USB 3.2, Black)",10
"Флешка USB 32GB Patriot PSF32GX3B3U XPORTER 3 Slider (USB 3.2, Black)",6
"Флешка USB 64GB Kingston DataTraveler 70 (USB-C, Black)",3
"Флешка USB 64GB Kingston DataTraveler 80M (USB-C, Black)",3
"Флешка USB 64GB Kingston DataTraveler Exodia M (USB 3.2, Black)",4
"Флешка USB 64GB Kingston DataTraveler Exodia Onyx (USB 3.2, Black)",5
"Флешка USB 64GB Patriot PEF64GRLB32U SS RAGE LITE (USB 3.2, Black)",3
"Флешка USB 64GB Patriot PEF64GSBUSB SUPERSONIC BOOST (USB 3.0, 150/30, Black)",3
"Флешка USB 64GB Patriot PSF64GT300DS3U TAB300 (USB 3.2, Dark Shadow)",3
"Флешка USB 64GB Patriot PSF64GX3B3U XPORTER 3 Slider (USB 3.2, Black)",8
"Флешка USB 64GB Samsung Bar Plus (USB 3.1, Silver)",2
"Флешка USB 64GB Samsung FIT Plus (USB 3.1, Black)",2
Чистящие средства пневматический очиститель Cactus CS-AIR400,4
Чистящие средства пневматический очиститель Cactus CS-AIR750,4
Чистящий спрей Cactus CS-WB250,8
"Шкаф полка LANBERG AK-1002-B (19"" FIXED SHELF 1U/465X300mm, Max load 120kg, Black)",1
"Шкаф полка LANBERG AK-1003-B (19"" FIXED SHELF 1U/465X515mm, Max load 120kg, Black)",1
"Шредер Buro Home BU-S601S (6 list, 10ltr, pl.cards)",1
"Шурупы LANBERG AK-1303-S 19"" MOUNTING SCREWS SET 20PCS",2
"Экран для проектора Cactus Wallscreen CS-PSW-104x186 (104x186cm, 16:9, настенный)",2
Экшн-камера Digma DiCam 235 (Black),1
